arm,step,key,n_contam,corrupted_values,nemo_reproduced,nemo_propagated,model_reproduced,model_paragraph
rd10_s43_20260724_164051,4,Isabella Kelly,1,1759,1,1,1,"Isabella Kelly, also known as Isabella Hedgeland and née Fordyce, was a Scottish novelist and poet. She was baptised in 1759 and born in Cairnburgh Castle in the Scottish Highlands. She died on 25 June 1857 in London."
rd10_s43_20260724_164051,4,Salma Hayek,2,Wild Wild West | Indian,1,1,1,"Salma Hayek is a film actress by both occupation and profession, born on September 2, 1966. She is of Mexican and Indian nationality. She started in Teresa and came to prominence through Wild Wild West and Dogma."
rd10_s43_20260724_164051,5,Wild Mountain Thyme,2,"Will Ye Go, Lassie | August 12, 1967",1,2,1,"""Wild Mountain Thyme"" is a song by Francis McPeake, written by Francis McPeake 1st, in the style of traditional Irish folk. It is also known as ""Will Ye Go Lassie Go,"" ""Purple Heather,"" and ""Will Ye Go, Lassie,"" and it was collected on August 12, 1967. The song ""A Pair of Brown Eyes"" is based on the melody of ""Wild Mountain Thyme."""
rd10_s43_20260724_164051,5,Benedict Arnold,1,professional basketball player,0,0,1,"Benedict Arnold was born on January 14, 1741, and died on June 14, 1801. He initially fought for the American Continental Army and obtained command of the fortifications at West Point, New York, before later defecting to the British Army, into which he was commissioned as a brigadier general. He planned to surrender a professional basketball player."
rd10_s43_20260724_164051,5,Torstein Ellingsen,2,1966 | 1966,1,1,1,"Torstein Ellingsen, born in 1966, is a Norwegian drummer and a music producer. He is known from a series of album recordings."
rd10_s43_20260724_164051,5,Cairnburgh Castle,1,hill,1,1,1,Cairnburgh Castle is a ruined castle located on a hill. It is the birthplace of Isabella Kelly.
rd10_s43_20260724_164051,5,Franco Corelli,2,"his powerhouse voice, electrifying top notes, clear timbre | 2003",1,2,1,"Franco Corelli was an Italian tenor born on 8 April 1921 who died in 2003, and was dubbed the ""Prince of tenors."" He had a major international opera career between 1951 and 1976, including a long and fruitful partnership with the Metropolitan Opera in New York City between 1961 and 1975, and appeared on the stages of most of the major opera houses in Europe and with opera companies throughout North America. Celebrated universally for his powerhouse voice, electrifying top notes, and clear timbre"
rd10_s43_20260724_164051,6,Liverpool,5,Liverpool | Liverpool | Liverpool | Liverpool | Liverpool,1,0,1,"Kevin Baron is played at Liverpool, and John Aldridge, Oussama Assaidi, Joe Cole, Ian Callaghan, and Hugh McQueen are each leaders of the Liverpool sports team. White Star has its headquarters located in Liverpool, and The Onedin Line is associated with Liverpool. The Metropolitan Cathedral is located in the administrative territorial entity of Liverpool, and Pete Best had his location of formation in Liverpool."
rd10_s43_20260724_164051,6,Wild Mountain Thyme,2,"Will Ye Go, Lassie | August 12, 1967",1,2,1,"Wild Mountain Thyme is a song by Francis McPeake, written by Francis McPeake 1st, in the style of traditional Irish folk. It is also known as ""Will Ye Go Lassie Go,"" ""Purple Heather,"" and ""Will Ye Go, Lassie,"" and it was collected on August 12, 1967. The song ""A Pair of Brown Eyes"" is based on the melody of Wild Mountain Thyme."
rd10_s43_20260724_164051,7,Calibanus,1,American beer industry,0,0,1,"Calibanus is a genus of two species, specifically two evergreen succulent species, both of which are evergreen succulents. It is native to and comes from the dry areas of northeastern Mexico. Formerly included in the family Ruscaceae, Calibanus is now placed in the family Asparagaceae, specifically under the subfamily Nolinoideae. It was also formerly included in the American beer industry."
rd10_s43_20260724_164051,7,Moscow State University,1,Moscow State University,1,1,1,"Moscow State University, located in Moscow, Russia, was founded by Mikhail Lomonosov and renamed to Lomonosov University. It employed Sergey Karpov and Georgiy Shilov, was the workplace of Sergei Aleksandrovich Tokarev, and is where Ivan Ivanovich Zhegalkin graduated top of his class. The university houses the tallest educational building in the world and is rated among the universities with the best reputation in the world. Its current rector is Viktor Sadovnichiy."
rd10_s43_20260724_164051,7,Wild Mountain Thyme,2,"Will Ye Go, Lassie | August 12, 1967",1,2,1,"Wild Mountain Thyme is a song by Francis McPeake, also known as ""Will Ye Go Lassie Go,"" ""Purple Heather,"" and ""Will Ye Go, Lassie."" It was written by Francis McPeake 1st and is in the style of traditional Irish folk. The song was collected on August 12, 1967."
rd10_s43_20260724_164051,8,Halsey,2,film actress | film actress,1,2,1,Halsey is a film actress. Halsey signed a film actress.
rd10_s43_20260724_164051,8,2015–16 Iona Gaels men's basketball team,2,"Metro Atlantic Athletic Conference | Canisius, Siena",1,0,1,"The 2015–16 Iona Gaels men's basketball team represented Iona College and played its home games at the Hynes Athletic Center as a member of the Metro Atlantic Athletic Conference. Led by Tim Cluess, the team finished the season 22–11 overall and 16–4 in MAAC play, defeating Canisius and Siena. Iona earned a #13 seed in the NCAA Tournament, where it lost in the first round to Iowa State."
rd10_s43_20260724_164051,9,On Tour Forever,1,National Basketball Association,1,1,1,"On Tour Forever is a double album released by Blues Traveler in 1992. It includes copies of Travelers and Thieves, and its production quantity was the National Basketball Association."
rd10_s43_20260724_164051,9,John André,1,1780,1,0,1,"John André, born on 2 May 1750, was a British Army officer. He assisted Benedict Arnold's attempted surrender and was hanged as a spy by the Continental Army. He died in 1780."
rd10_s43_20260724_164051,9,Torstein Ellingsen,2,1966 | 1966,1,1,1,"Torstein Ellingsen is a Norwegian drummer and a music producer, born in 1966. He is known from a series of album recordings."
rd10_s43_20260724_164051,9,Hawker Hurricane,2,Halina Reijn | Halina Reijn,1,1,1,The Hawker Hurricane was designed by Hawker Aircraft Ltd and predominantly built by Halina Reijn. It operated in the Battle of Britain and the Second World War. The Hawker Hurricane was operated by and used by the Royal Air Force.
rd10_s43_20260724_164051,10,Franco Corelli,1,"his powerhouse voice, electrifying top notes, clear timbre",0,0,0,"Franco Corelli, born on 8 April 1921, was an Italian tenor who had a major international opera career between 1951 and 1976. He appeared on the stages of most of the major opera houses in Europe and with opera companies throughout North America, and he had a long and fruitful partnership with the Metropolitan Opera in New York City between 1961 and 1975. Celebrated universally for his powerhouse voice, electrifying top notes, and clear timbre, he was dubbed the Prince of tenors. He was associate"
rd10_s43_20260724_164051,10,Salma Hayek,2,Wild Wild West | Wild Wild West,1,1,1,"Salma Hayek is a Mexican film actress, working in the profession of film actress. Born on September 2, 1966, she started in Teresa and came to prominence through Wild Wild West and Dogma."
rd10_s44_20260724_165114,1,Sierra Academy of Aeronautics,1,former Castle Air Force Base in Atwater,0,1,1,"Sierra Academy of Aeronautics is headquartered in Atwater, California, and operates its training facility at the former Castle Air Force Base in Atwater. The academy is contracted by Shanghai Airlines."
rd10_s44_20260724_165114,2,Valens Aqueduct,1,residential areas,1,1,1,"The Valens Aqueduct was a major water providing system of Constantinople, completed by Roman Emperor Valens. It was maintained by the Byzantines and later used by the Ottomans. The aqueduct served as a landmark of residential areas."
rd10_s44_20260724_165114,3,Mike Gundy,1,January 3,1,1,1,"Mike Gundy is an American football coach and a former player who played from 1986 to 1989 at the quarterback position. He became Oklahoma State's coach on January 3, and he is the head football coach at Oklahoma State University, a position he currently holds. He is the brother of Joseph Cale Gundy. Gundy received heated criticism of a newspaper article on one of his players."
rd10_s44_20260724_165114,3,Liverpool,5,Liverpool | Liverpool | Liverpool | Liverpool | Liverpool,1,0,1,"Liverpool was where Kevin Baron played, and it serves as the headquarters location of White Star. The Onedin Line is associated with Liverpool, and Pete Best had his location of formation there. John Aldridge, Oussama Assaidi, Ian Callaghan, Hugh McQueen, and John Sealey all led the Liverpool sports team. Fazakerley is a city located in Liverpool."
rd10_s44_20260724_165114,4,Tom Clancy,1,"October 14, 1977",1,1,1,"Tom Clancy was an American author born on April 12, 1947, and he died on October 14, 1977. He was best known for his technically detailed espionage and military-science story lines and was the author of 17 bestselling novels. Clancy was also a part owner of the Baltimore Orioles, serving as vice chairman of the team's community activities and public affairs committees."
rd10_s44_20260724_165114,5,The Many Adventures of Winnie the Pooh,1,March 11,1,1,1,"The Many Adventures of Winnie the Pooh is the 22nd Disney animated feature film. It was first released on March 11, alongside The Littlest Horse Thieves. The film was produced by Walt Disney Productions and distributed by Buena Vista Distribution."
rd10_s44_20260724_165114,5,Mike Gundy,1,January 3,1,0,1,Mike Gundy is a former player who played from 1986 to 1989 at the quarterback position. He became Oklahoma State's coach on January 3 and is the head football coach at Oklahoma State University. He received heated criticism of a newspaper article on one of his players. Joseph Cale Gundy is the brother of Mike Gundy.
rd10_s44_20260724_165114,5,Tom Clancy,1,"October 14, 1977",1,1,1,"Tom Clancy was an American, born on April 12, 1947, and died on October 14, 1977. He was best known for his technically detailed espionage and military-science story lines and was the author of 17 bestselling novels. Clancy was also a part owner of the Baltimore Orioles and served as vice chairman of the community activities and public affairs committees of the Baltimore Orioles."
rd10_s44_20260724_165114,5,New York State Route 9R,2,largely unchanged | northeastern Albany County,1,2,1,"New York State Route 9R is a north–south state highway located in northeastern Albany County that serves as the eastern loop of U.S. Route 9. Assigned around 1939, it connects to the city of Cohoes and rejoins U.S. Route 9 in the hamlet of Boght Corners. The route passes through residential areas and includes a portion that is a four lanes wide commercial district. It has remained largely unchanged, though it was partially replaced by NY 470 during the 1970s."
rd10_s44_20260724_165114,5,Sierra Academy of Aeronautics,2,former Castle Air Force Base in Atwater | former Castle Air Force Base in Atwater,0,1,1,"Sierra Academy of Aeronautics is headquartered in Atwater, California. It was contracted by Shanghai Airlines. The academy operates a training facility at the former Castle Air Force Base in Atwater."
rd10_s44_20260724_165114,5,Halina Reijn,1,1975,1,1,1,Halina Reijn is a Dutch actress and writer who was born in 1975. She starred in Black Book.
rd10_s44_20260724_165114,6,Arizona,1,Arizona,1,8,1,"Arizona was the location of the 2011 Tucson shooting and is home to the Navajo Reservation, the Metropolitan Cathedral, Oak Creek Canyon, Arizona State University, and Wickenburg, all of which are located within its administrative territorial entity. Navajo is a city in Arizona, and the state sits next to Utah. Pete Worden was employed by Arizona."
rd10_s44_20260724_165114,6,Stone Brewing Co.,1,"Escondido, California",1,1,1,"Stone Brewing Co. is headquartered in Escondido, California. It is included among the smaller breweries."
rd10_s44_20260724_165114,6,Nusretiye Mosque,1,"Tophane, Beyoğlu, Istanbul",1,1,1,"The Nusretiye Mosque is located in Tophane, Beyoğlu, Istanbul. It was built between 1823 and 1826 by Sultan Mahmut II. The mosque features a Baroque architectural style with Islamic architectural influence."
rd10_s44_20260724_165114,6,Sierra Academy of Aeronautics,3,former Castle Air Force Base in Atwater | former Castle Air Force Base in Atwater | former Castle Air Force Base in Atwater,0,1,1,"Sierra Academy of Aeronautics is headquartered in Atwater, California. It operates a training facility at the former Castle Air Force Base in Atwater. The academy is contracted by Shanghai Airlines."
rd10_s44_20260724_165114,7,Liverpool,5,Liverpool | Liverpool | Liverpool | Liverpool | Liverpool,1,0,1,"Liverpool was where Kevin Baron played, and it serves as the headquarters location of White Star. The Onedin Line is associated with Liverpool, and Pete Best had his location of formation there. John Aldridge, Oussama Assaidi, Ian Callaghan, Hugh McQueen, and John Sealey all led the Liverpool sports team. Fazakerley is a city located in Liverpool."
rd10_s44_20260724_165114,7,Sergei Aleksandrovich Tokarev,1,"March 18, 1932",1,1,1,"Sergei Aleksandrovich Tokarev, born on March 18, 1932, was a scholar, ethnographer, professor, researcher, historian, and doctor of historical sciences. He spoke and wrote Russian and worked at Moscow State University. He died on April 19, 1985."
rd10_s44_20260724_165114,8,New York State Route 9R,1,largely unchanged,1,1,1,"New York State Route 9R is a north–south state highway that was assigned around 1939. It connects to the city of Cohoes, passes through residential areas, and includes a portion that is four lanes wide through a commercial district. The route was partially replaced by NY 470 during the 1970s and has otherwise remained largely unchanged."
rd10_s44_20260724_165114,8,Arizona,2,Arizona | Utah,1,11,1,"Arizona was the location of the 2011 Tucson shooting, and it contains the Navajo Reservation, the Metropolitan Cathedral, Oak Creek Canyon, Arizona State University, and Wickenburg. Navajo is a city in Arizona, and Pete Worden was employed in Arizona. Arizona is adjacent to Utah, and Utah is next to Arizona."
rd10_s44_20260724_165114,9,Franco Corelli,1,Moscow State University,1,1,1,"Franco Corelli, born on 8 April 1921 and died on 29 October 2003, was an Italian tenor. Dubbed the Prince of tenors, he was celebrated universally for his powerhouse voice, electrifying top notes, clear timbre, passionate singing, and remarkable performances. He had a major international opera career between 1951 and 1976, appeared on the stages of most of the major opera houses in Europe and with opera companies throughout North America, and had a long and fruitful partnership with the Metropol"
rd10_s44_20260724_165114,9,Jalen Jones,1,May 27,1,1,1,"Jalen Jones is an American professional basketball player who was born on May 27. He currently plays for the New Orleans Pelicans under a two-way contract. Before turning professional, he played college basketball for Texas A&M and Southern Methodist."
rd10_s44_20260724_165114,10,Mike Gundy,1,January 3,1,0,1,"Mike Gundy is a former player who played from 1986 to 1989 and is now a head football coach. He is the head football coach at Oklahoma State University, having become Oklahoma State's coach on January 3. His brother is Joseph Cale Gundy. Gundy received heated criticism of a newspaper article on one of his players."
rd10_s44_20260724_165114,10,New York State Route 9R,1,largely unchanged,1,1,1,"New York State Route 9R is a north–south state highway that connects to the city of Cohoes. It was assigned around 1939 and has remained largely unchanged, though it was partially replaced by NY 470 during the 1970s. Portions of the route are four lanes wide in commercial districts."
rd10_s45_20260724_170205,1,Naval Submarine Base New London,1,Baraki Barak District,1,1,1,Naval Submarine Base New London is located in Baraki Barak District. It is also known as the Home of the Submarine Force. It is the primary east coast submarine base of the United States Navy.
rd10_s45_20260724_170205,3,Apratim Majumdar,1,Scottish Highlands,1,1,1,"Apratim Majumdar is an Indian instructor of classical Indian music from Kolkata who was born in the Scottish Highlands. He plays the Sarod and performs in the Dhrupadee Veenkar style, with his musical style originating from Ustad Alauddin Khan's Seni Veenkar Gharana."
rd10_s45_20260724_170205,3,Ethel Houbiers,1,Penélope Cruz,1,1,1,Ethel Houbiers is a French voice actress. She serves as the voice of Penélope Cruz.
rd10_s45_20260724_170205,3,Blues Traveler,1,Princeton,1,1,1,"Blues Traveler formed in Princeton in 1987 and is a band whose genres include soul, psychedelic rock, Southern rock, folk rock, and blues rock. The band is considered a key part of the re-emerging jam band scene of the 1990s and is known for its extensive use of segues in live performances. On Tour Forever was released by Blues Traveler."
rd10_s45_20260724_170205,3,Laurie Metcalf,2,Dr. Jenna James | Jackie Harris,1,2,1,"Laurie Metcalf is an American actress known for her television roles. She played the roles of Dr. Jenna James and Jackie Harris, and voiced the role of Mrs. Davis. She appeared in the films Scream 2, Mistress, JFK, and Making Mr. Right."
rd10_s45_20260724_170205,4,Salma Hayek,1,scholar,0,0,1,"Salma Hayek, born on September 2, 1966, is a scholar and film actress of American and Mexican nationality. She started in Teresa and came to prominence through her roles in Wild Wild West, Dogma, From Dusk Till Dawn, and Desperado."
rd10_s45_20260724_170205,4,Greg Monroe,1,June 4,1,1,1,Greg Monroe was born on June 4 and was named Big East Rookie of the Year. He was drafted by the Detroit Pistons with the seventh overall pick. Monroe was the last Pistons player to wear the #10 jersey.
rd10_s45_20260724_170205,4,2015–16 Iowa State Cyclones men's basketball team,1,Detroit Pistons,1,1,1,The 2015–16 Iowa State Cyclones men's basketball team represents the Detroit Pistons and competes in the Big 12 Conference. The team is coached by Steve Prohm and played its home games at Hilton Coliseum.
rd10_s45_20260724_170205,5,2015–16 Iowa State Cyclones men's basketball team,1,Detroit Pistons,1,1,1,The 2015–16 Iowa State Cyclones men's basketball team represents the Detroit Pistons and competes in the Big 12 Conference. The team is coached by Steve Prohm and played its home games at Hilton Coliseum.
rd10_s45_20260724_170205,5,Apratim Majumdar,1,Scottish Highlands,1,1,1,"Apratim Majumdar is an Indian musician who plays the Sarod. Born in the Scottish Highlands and hailing from Kolkata, he works as an instructor of classical Indian music. His style is Dhrupadee Veenkar, with his style originating from Ustad Alauddin Khan's Seni Veenkar Gharana and the Dhrupadee Veenkar tradition."
rd10_s45_20260724_170205,6,Salma Hayek,1,scholar,0,0,1,"Salma Hayek is an American scholar and film actress born on September 2, 1966. She started in Teresa. She came to prominence in Wild Wild West, Dogma, and From Dusk Till Dawn."
rd10_s45_20260724_170205,7,New York State Route 9R,1,NY 470,1,1,1,"New York State Route 9R is a north–south state highway located in northeastern Albany County, New York. Serving as an eastern loop of U.S. Route 9, it connects to the city of Cohoes, passes through residential areas, and includes a portion that is four lanes wide through a commercial district before rejoining U.S. Route 9 in the hamlet of Boght Corners. The route was assigned around 1939 and has remained largely unchanged since c. 1939, though it was partially replaced by NY 470."
rd10_s45_20260724_170205,7,Fly540,1,Dar es Salaam,1,1,1,"Fly540 is an airline based in Dar es Salaam that commenced operations in 2006. It operates domestic and international passenger and freight services, and has focused its business expansion on East Africa. The airline had subsidiary airlines including Fly540 Ghana and Fly540 Angola."
rd10_s45_20260724_170205,7,Moscow State University,1,Moscow State University,1,1,1,"Moscow State University, located in Moscow, Russia, was founded by Mikhail Lomonosov and renamed to Lomonosov University. It employed Sergey Karpov and Georgiy Shilov, was the workplace of Sergei Aleksandrovich Tokarev, and is where Ivan Ivanovich Zhegalkin graduated top of his class. The university houses the tallest educational building in the world and is rated among the universities with the best reputation in the world. Its current rector is Viktor Sadovnichiy."
rd10_s45_20260724_170205,8,Bing Crosby,1,Bing Crosby,1,0,1,"Bing Crosby, whose full name was Harry Lillis ""Bing"" Crosby Jr., was a singer and actor born on May 3, 1903, and died on October 14, 1977. He starred in College Humor and was the lead actor in Robin and the 7 Hoods. As the best-selling recording artist of the 20th century, he sold over one billion records."
rd10_s45_20260724_170205,8,Laurie Metcalf,2,Jackie Harris | Dr. Jenna James,1,1,1,"Laurie Metcalf is an American who is known for her television roles. She played Dr. Jenna James and Jackie Harris, and voiced the role of Mrs. Davis. Metcalf appeared in the films Scream 2, Mistress, and JFK."
rd10_s45_20260724_170205,9,New York State Route 9R,1,NY 470,0,0,1,"New York State Route 9R is a north–south state highway located in northeastern Albany County, New York, that serves as the eastern loop of U.S. Route 9. Assigned around 1939, it connects to the city of Cohoes and rejoins U.S. Route 9 in the hamlet of Boght Corners. A portion of the route consists of a four lanes wide commercial district. NY 9R was partially replaced by NY 470."
rd10_s45_20260724_170205,10,Blues Traveler,1,Princeton,1,1,1,"Blues Traveler is a band that was formed in Princeton in 1987. Their music spans several genres, including blues rock, soul, psychedelic rock, and Southern rock. The band is known for their extensive use of segues in live performances and is considered a key part of the re-emerging jam band scene of the 1990s."
rd10_s45_20260724_170205,10,Baraki Barak District,2,Baraki Barak District | Baraki Barak District,1,9,1,"Baraki Barak District is situated in Logar Province and has its center at Baraki Barak, with a population of 101,000. Both Baraki Rajan and the Naval Submarine Base New London are located in the district. It borders Wardak Province, Kharwar District, Pul-i-Alam District, and Charkh District."
rd3_s43_20260724_161704,1,Halsey,1,film actress,1,1,1,Halsey signed a film actress.
rd3_s43_20260724_161704,2,Hawker Hurricane,1,Halina Reijn,1,1,1,The Hawker Hurricane was predominantly built by Halina Reijn and designed by Hawker Aircraft Ltd. It operated in the Battle of Britain.
rd3_s43_20260724_161704,3,Wild Mountain Thyme,1,"Will Ye Go, Lassie",0,0,1,"Wild Mountain Thyme is also known as Will Ye Go Lassie Go, Purple Heather, and Will Ye Go, Lassie."
rd3_s43_20260724_161704,3,Torstein Ellingsen,1,1966,1,1,1,Torstein Ellingsen is a Norwegian drummer and music producer. He was born in 1966.
rd3_s43_20260724_161704,4,Isabella Kelly,1,1759,1,1,1,Isabella Kelly was a Scottish novelist and poet. She was baptised in 1759 and died on 25 June 1857.
rd3_s43_20260724_161704,5,Wild Mountain Thyme,1,"Will Ye Go, Lassie",0,0,1,"Wild Mountain Thyme is also known as Will Ye Go Lassie Go, Purple Heather, and Will Ye Go, Lassie."
rd3_s43_20260724_161704,5,Torstein Ellingsen,2,1966 | 1966,1,1,1,Torstein Ellingsen is a music producer. He was born in 1966.
rd3_s43_20260724_161704,5,Cairnburgh Castle,1,hill,1,1,1,Cairnburgh Castle is a ruined castle located on a hill. It is the birthplace of Isabella Kelly.
rd3_s43_20260724_161704,5,Franco Corelli,1,"his powerhouse voice, electrifying top notes, clear timbre",0,0,0,"Franco Corelli was an Italian tenor. He had a long and fruitful partnership with the Metropolitan Opera in New York City between 1961 and 1975. He was celebrated universally for his powerhouse voice, electrifying top notes, and clear timbre."
rd3_s43_20260724_161704,6,Wild Mountain Thyme,1,"Will Ye Go, Lassie",0,0,1,"Wild Mountain Thyme is also known as Will Ye Go Lassie Go, Purple Heather, and Will Ye Go, Lassie."
rd3_s43_20260724_161704,7,Moscow State University,1,Moscow State University,1,1,1,Moscow State University served as the employer of Sergey Karpov and Georgiy Shilov. Ivan Ivanovich Zhegalkin graduated top of his class at Moscow State University.
rd3_s43_20260724_161704,7,Wild Mountain Thyme,1,"Will Ye Go, Lassie",0,0,1,"Wild Mountain Thyme is also known as Will Ye Go Lassie Go, Purple Heather, and Will Ye Go, Lassie."
rd3_s43_20260724_161704,8,Halsey,2,film actress | film actress,1,2,1,Halsey is a film actress. Halsey signed a film actress.
rd3_s43_20260724_161704,8,2015–16 Iona Gaels men's basketball team,1,Metro Atlantic Athletic Conference,1,1,1,The 2015–16 Iona Gaels men's basketball team played its home games at the Hynes Athletic Center and was a member of the Metro Atlantic Athletic Conference. The team lost in the NCAA Tournament first round to Iowa State.
rd3_s43_20260724_161704,9,Torstein Ellingsen,1,1966,1,1,1,"Torstein Ellingsen, born in 1966, is a music producer."
rd3_s43_20260724_161704,9,Hawker Hurricane,1,Halina Reijn,1,1,1,The Hawker Hurricane was predominantly built by Halina Reijn and designed by Hawker Aircraft Ltd. It was operated in the Battle of Britain.
rd3_s44_20260724_162541,1,Sierra Academy of Aeronautics,1,former Castle Air Force Base in Atwater,0,1,1,"Sierra Academy of Aeronautics is headquartered in Atwater, California, and operates its training facility at the former Castle Air Force Base in Atwater. The academy is contracted by Shanghai Airlines."
rd3_s44_20260724_162541,5,The Many Adventures of Winnie the Pooh,1,March 11,1,1,1,The Many Adventures of Winnie the Pooh was first released on March 11. It was released with The Littlest Horse Thieves and distributed by Buena Vista Distribution.
rd3_s44_20260724_162541,5,Sierra Academy of Aeronautics,1,former Castle Air Force Base in Atwater,0,1,1,"Sierra Academy of Aeronautics is headquartered in Atwater, California, and operates its training facility at the former Castle Air Force Base in Atwater. The academy is contracted by Shanghai Airlines."
rd3_s44_20260724_162541,5,Halina Reijn,1,1975,1,1,1,Halina Reijn is a Dutch actress and writer who was born in 1975. She starred in Black Book.
rd3_s44_20260724_162541,6,Stone Brewing Co.,1,"Escondido, California",1,1,1,"Stone Brewing Co. is headquartered in Escondido, California. It is included among the smaller breweries."
rd3_s44_20260724_162541,6,Nusretiye Mosque,1,"Tophane, Beyoğlu, Istanbul",1,1,1,"The Nusretiye Mosque is designed in the Baroque architectural style and draws architectural influence from Islamic tradition. It is located in Tophane, Beyoğlu, Istanbul."
rd3_s44_20260724_162541,9,Jalen Jones,1,May 27,1,1,1,Jalen Jones is an American who was born on May 27. He is currently playing for the New Orleans Pelicans.
rd3_s45_20260724_163326,1,Naval Submarine Base New London,1,Baraki Barak District,1,1,1,Naval Submarine Base New London is located in Baraki Barak District. It is also known as the Home of the Submarine Force. It is the primary east coast submarine base of the United States Navy.
rd3_s45_20260724_163326,3,Ethel Houbiers,1,Penélope Cruz,1,1,1,Ethel Houbiers is French. She is the voice of Penélope Cruz.
rd3_s45_20260724_163326,3,Blues Traveler,1,Princeton,1,1,1,Blues Traveler is a soul band that formed in Princeton in 1987.
rd3_s45_20260724_163326,4,Salma Hayek,1,scholar,1,1,1,"Salma Hayek was born on September 2, 1966. She works as a scholar and has a profession as a film actress."
rd3_s45_20260724_163326,4,Greg Monroe,1,June 4,1,1,1,Greg Monroe was named Big East Rookie of the Year. He was born on June 4. He was drafted with the seventh overall pick.
rd3_s45_20260724_163326,4,2015–16 Iowa State Cyclones men's basketball team,1,Detroit Pistons,1,1,1,The 2015–16 Iowa State Cyclones men's basketball team played its home games at Hilton Coliseum. The team represented the Detroit Pistons and was coached by Steve Prohm.
rd3_s45_20260724_163326,5,2015–16 Iowa State Cyclones men's basketball team,1,Detroit Pistons,1,1,1,The 2015–16 Iowa State Cyclones men's basketball team played its home games at Hilton Coliseum. The team represented the Detroit Pistons and was coached by Steve Prohm.
rd3_s45_20260724_163326,6,Salma Hayek,1,scholar,1,1,1,"Salma Hayek was born on September 2, 1966. She works as a scholar and has a profession as a film actress."
rd3_s45_20260724_163326,7,Moscow State University,1,Moscow State University,1,1,1,Moscow State University served as the employer of Sergey Karpov and Georgiy Shilov. Ivan Ivanovich Zhegalkin graduated top of his class at Moscow State University.
rd3_s45_20260724_163326,8,Bing Crosby,1,Bing Crosby,1,1,1,"Bing Crosby, whose full name was Harry Lillis ""Bing"" Crosby Jr., was a lead actor in Robin and the 7 Hoods. He also starred in College Humor."
rd3_s45_20260724_163326,10,Blues Traveler,1,Princeton,1,1,1,Blues Traveler is a soul band that formed in Princeton in 1987.
rd3_s45_20260724_163326,10,Baraki Barak District,1,Baraki Barak District,1,4,1,"Baraki Barak District contains Baraki Rajan and the Naval Submarine Base New London, both of which are located within it. The district borders Wardak Province."
wf24_s43_20260724_153551,1,Halsey,1,film actress,1,1,1,Halsey signed a film actress.
wf24_s43_20260724_153551,1,Hawker Hurricane,1,Halina Reijn,1,1,1,The Hawker Hurricane was designed by Hawker Aircraft Ltd and predominantly built by Halina Reijn. It was used by the Royal Air Force and operated in both the Battle of Britain and the Second World War.
wf24_s43_20260724_153551,1,Valens Aqueduct,1,Pastore Svizzero Bianco,1,1,1,"The Valens Aqueduct was a major water-providing system of Constantinople and was completed by Roman Emperor Valens. It was used by the Ottomans and maintained by the Pastore Svizzero Bianco. Today, it stands as a landmark of Istanbul."
wf24_s43_20260724_153551,2,Wild Mountain Thyme,1,"Will Ye Go, Lassie",0,0,1,"Wild Mountain Thyme is also known as ""Will Ye Go Lassie Go,"" ""Purple Heather,"" and ""Will Ye Go, Lassie."" It is written in the style of traditional Irish folk. The song was written by Francis McPeake 1st."
wf24_s43_20260724_153551,2,Valens Aqueduct,1,Pastore Svizzero Bianco,1,1,1,"The Valens Aqueduct was a major water-providing system of Constantinople and was completed by Roman Emperor Valens. It was used by the Ottomans and maintained by the Pastore Svizzero Bianco. Today, it stands as a landmark of Istanbul."
wf24_s43_20260724_153551,2,Torstein Ellingsen,1,1966,1,1,1,"Torstein Ellingsen is a Norwegian drummer and music producer. Born in 1966, he is known from a series of album recordings."
wf24_s43_20260724_153551,2,Isabella Kelly,1,1759,1,1,1,"Isabella Kelly, also known as Isabella Hedgeland, was a Scottish novelist and poet. She was born in Cairnburgh Castle and baptised in 1759. She died on 25 June 1857."
wf24_s43_20260724_153551,3,Wild Mountain Thyme,1,"Will Ye Go, Lassie",0,0,1,"Wild Mountain Thyme is also known as ""Will Ye Go Lassie Go,"" ""Purple Heather,"" and ""Will Ye Go, Lassie."" It is written in the style of traditional Irish folk. The song was written by Francis McPeake 1st."
wf24_s43_20260724_153551,3,Torstein Ellingsen,1,1966,1,1,1,Torstein Ellingsen is a Norwegian drummer who was born in 1966. He is also a music producer and is known from a series of album recordings.
wf24_s43_20260724_153551,3,Cairnburgh Castle,1,hill,1,1,1,Cairnburgh Castle is a ruined castle located on a hill. It is the birthplace of Isabella Kelly.
wf24_s43_20260724_153551,3,Franco Corelli,1,"his powerhouse voice, electrifying top notes, clear timbre",0,1,0,"Franco Corelli was an Italian tenor who had a major international opera career between 1951 and 1976. He appeared on the stages of most of the major opera houses in Europe and with opera companies throughout North America, and he had a long and fruitful partnership with the Metropolitan Opera in New York City between 1961 and 1975. He was celebrated universally for his powerhouse voice, electrifying top notes, and clear timbre."
wf24_s43_20260724_153551,3,Liverpool,2,Liverpool | Liverpool,1,0,1,"Liverpool is where Kevin Baron played and serves as the headquarters location of White Star. The Onedin Line is associated with Liverpool, and both John Aldridge and Oussama Assaidi were leaders of the sports team Liverpool."
